interaction_id,user_id,session_id,turn_index,timestamp,support_mode,fragment,fragment_word_count,pause_intervals,repetition_detected,camera_enabled,visible_objects,pointing_target,pointing_confidence,candidate_1,candidate_2,candidate_3,top1_before_learning,confirmed_text,user_feedback,reward,memory_similarity,learned_rank_score,policy_version,split
i_00118,user_39,user_39_s00,2,1700004366,prefer_not_to_say,uh... much... much...,3,1.0,0,1,quiet;notebook,quiet,0.82,I need my notebook.,I need my headphones.,It is too loud.,It is too loud.,It is too loud.,accepted,1,0.149,0.691,1,train
i_00119,user_40,user_40_s00,2,1700004403,prefer_not_to_say,uh... read... read...,3,2.7,0,1,tablet;glasses,,0.0,I need my glasses.,I need my notebook.,I need my tablet.,I need my glasses.,I need my glasses.,accepted,1,0.079,0.424,1,train
i_00120,user_01,user_01_s00,3,1700004440,prefer_not_to_say,see...,1,0.6,0,0,,,0.0,I need my notebook.,I need my phone.,I need my glasses.,I need my notebook.,I need my glasses.,rejected,-1,0.106,0.432,1,train
i_00121,user_02,user_02_s00,3,1700004477,aphasia_word_finding,uh... warm... warm...,3,0.9;1.7,0,0,,,0.0,I need my phone.,I need my tablet.,I need my jacket.,I need my jacket.,I need my jacket.,accepted,1,0.068,0.42,1,train
i_00122,user_03,user_03_s00,3,1700004514,aphasia_word_finding,I need... that... blue...,4,2.7,0,0,,,0.0,I need my jacket.,I need my phone.,I need my headphones.,I need my jacket.,I need my headphones.,rejected,-1,0.325,0.498,2,train
i_00123,user_04,user_04_s00,3,1700004551,prefer_not_to_say,I need... thing...,3,2.7,0,1,headphones;glasses,,0.0,I need my headphones.,I need my glasses.,I need my tablet.,I need my tablet.,I need my headphones.,rejected,-1,0.055,0.417,1,train
i_00124,user_05,user_05_s00,3,1700004588,aac,can we... stuck...,3,2.0;2.4,0,1,help;notebook,help,0.75,I need my notebook.,I need my blanket.,I need help.,I need help.,I need help.,accepted,1,0.147,0.669,1,train
i_00125,user_06,user_06_s00,3,1700004625,autism_neurodivergent,I want... that... thing...,4,1.2,0,0,,,0.0,I need my notebook.,I need my headphones.,I need my tablet.,I need my headphones.,I need my headphones.,accepted,1,0.074,0.422,1,train
i_00126,user_07,user_07_s00,3,1700004662,aphasia_word_finding,I want... that... blue...,4,2.2,0,1,water;notebook,notebook,0.75,I need my notebook.,I need my blanket.,I need some water.,I need my notebook.,I need my notebook.,accepted,1,0.257,0.702,2,train
i_00127,user_08,user_08_s00,3,1700004699,cognitive_fatigue,I need... that... much...,4,1.1,0,0,,,0.0,I need a break.,I need my blanket.,I need my phone.,I need my blanket.,I need a break.,rejected,-1,0.312,0.494,2,train
i_00128,user_09,user_09_s00,3,1700004736,autism_neurodivergent,I need... cannot...,3,1.3,0,0,,,0.0,I need some water.,I need my charger.,I need help.,I need my charger.,I need help.,rejected,-1,0.077,0.423,1,train
i_00129,user_10,user_10_s00,3,1700004773,autism_neurodivergent,uh... cup... cup...,3,1.5,0,0,,,0.0,I need my keys.,I need some water.,I need my headphones.,I need my headphones.,I need some water.,rejected,-1,0.304,0.491,2,train
i_00130,user_11,user_11_s00,3,1700004810,aac,I want... that... much...,4,1.5,1,0,,,0.0,I need a break.,I need my blanket.,I need my notebook.,I need a break.,I need a break.,accepted,1,0.293,0.488,2,train
i_00131,user_12,user_12_s00,3,1700004847,aac,I need... that... coat...,4,1.2;1.4,0,0,,,0.0,I need my keys.,I need my jacket.,I need some water.,I need my keys.,I need my jacket.,rejected,-1,0.095,0.428,1,train
i_00132,user_13,user_13_s00,3,1700004884,aac,I need... cannot...,3,1.3;2.5,0,1,keys;help,,0.0,I need my glasses.,I need my keys.,I need help.,I need help.,I need help.,accepted,1,0.253,0.476,2,train
i_00133,user_14,user_14_s00,3,1700004921,cognitive_fatigue,I need... thing...,3,1.5;1.4,0,1,phone;headphones,phone,0.76,I need my phone.,I need my tablet.,I need my headphones.,I need my phone.,I need my phone.,accepted,1,0.102,0.659,1,train
i_00134,user_15,user_15_s00,3,1700004958,cognitive_fatigue,screen...,1,2.3;2.6,0,1,tablet;notebook,,0.0,I need my notebook.,I need my tablet.,I need my glasses.,I need my tablet.,I need my tablet.,accepted,1,0.099,0.43,1,train
i_00135,user_16,user_16_s00,3,1700004995,cognitive_fatigue,can we... cold...,3,2.4;2.8,0,0,,,0.0,I need my tablet.,I need my blanket.,I need my charger.,I need my tablet.,I need my blanket.,rejected,-1,0.139,0.442,1,train
i_00136,user_17,user_17_s00,3,1700005032,aphasia_word_finding,soft...,1,2.1,1,1,tablet;blanket,,0.0,I need my tablet.,I need my blanket.,I need my phone.,I need my tablet.,I need my blanket.,rejected,-1,0.149,0.445,1,train
i_00137,user_18,user_18_s00,3,1700005069,cognitive_fatigue,I need... that... cord...,4,1.9,0,0,,,0.0,I need my notebook.,I need my headphones.,I need my charger.,I need my charger.,I need my charger.,accepted,1,0.287,0.486,2,train
i_00138,user_19,user_19_s00,3,1700005106,aphasia_word_finding,I need... blue...,3,0.9;1.1,0,1,notebook;water,,0.0,I need my notebook.,I need some water.,I need my tablet.,I need my notebook.,I need my notebook.,accepted,1,0.295,0.489,2,train
i_00139,user_20,user_20_s00,3,1700005143,prefer_not_to_say,can we... warm...,3,1.6,0,0,,,0.0,I need my phone.,I need my blanket.,I need my jacket.,I need my phone.,I need my jacket.,rejected,-1,0.09,0.427,1,train
i_00140,user_21,user_21_s00,3,1700005180,aphasia_word_finding,I... um... cable...,3,2.8;0.7,0,0,,,0.0,I need my charger.,I need my headphones.,I need my glasses.,I need my charger.,I need my charger.,accepted,1,0.255,0.477,2,train
i_00141,user_22,user_22_s00,3,1700005217,cognitive_fatigue,I want... that... tired...,4,1.8;0.9,0,1,glasses;break,break,0.62,I need my keys.,I need a break.,I need my glasses.,I need a break.,I need a break.,accepted,1,0.138,0.627,1,train
i_00142,user_23,user_23_s00,3,1700005254,aac,can you get... stuck...,4,2.4;1.1,0,1,help;glasses,help,0.66,I need my charger.,I need my glasses.,I need help.,I need help.,I need help.,accepted,1,0.116,0.633,1,train
i_00143,user_24,user_24_s00,3,1700005291,prefer_not_to_say,uh... metal... metal...,3,1.1,0,1,phone;keys,,0.0,I need some water.,I need my keys.,I need my phone.,I need some water.,I need my keys.,rejected,-1,0.098,0.429,1,train
i_00144,user_25,user_25_s00,3,1700005328,cognitive_fatigue,uh... much... much...,3,1.8,0,1,quiet;tablet,,0.0,I need my tablet.,I need my charger.,It is too loud.,I need my tablet.,It is too loud.,rejected,-1,0.298,0.489,2,train
i_00145,user_26,user_26_s00,3,1700005365,cognitive_fatigue,I... um... see...,3,1.8,0,1,jacket;glasses,,0.0,I need my headphones.,I need my jacket.,I need my glasses.,I need my headphones.,I need my glasses.,rejected,-1,0.139,0.442,1,train
i_00146,user_27,user_27_s00,3,1700005402,prefer_not_to_say,can you get... loud...,4,2.3;2.5,0,1,jacket;quiet,,0.0,It is too loud.,I need my notebook.,I need my jacket.,It is too loud.,It is too loud.,accepted,1,0.314,0.494,2,train
i_00147,user_28,user_28_s00,3,1700005439,prefer_not_to_say,I need... loud...,3,2.6;0.8,0,0,,,0.0,I need my tablet.,I need my charger.,It is too loud.,I need my tablet.,It is too loud.,rejected,-1,0.315,0.495,2,train
i_00148,user_29,user_29_s00,3,1700005476,aphasia_word_finding,I need... much...,3,1.8,0,0,,,0.0,I need my headphones.,I need a break.,I need my glasses.,I need my headphones.,I need a break.,rejected,-1,0.088,0.426,1,train
i_00149,user_30,user_30_s00,3,1700005513,other,uh... screen... screen...,3,2.6;2.5,0,0,,,0.0,I need my tablet.,I need my blanket.,I need my jacket.,I need my tablet.,I need my tablet.,accepted,1,0.133,0.44,1,train
i_00150,user_31,user_31_s00,3,1700005550,cognitive_fatigue,can you get... much...,4,1.2,1,1,break;headphones,,0.0,I need my charger.,I need my headphones.,I need a break.,I need my headphones.,I need a break.,rejected,-1,0.15,0.445,1,train
i_00151,user_32,user_32_s00,3,1700005587,cognitive_fatigue,can we... read...,3,1.0;1.0,0,1,tablet;glasses,glasses,0.75,I need my blanket.,I need my tablet.,I need my glasses.,I need my glasses.,I need my glasses.,accepted,1,0.054,0.641,1,train
i_00152,user_33,user_33_s00,3,1700005624,other,I need... loud...,3,0.6,0,1,water;quiet,quiet,0.67,I need my charger.,I need some water.,It is too loud.,It is too loud.,It is too loud.,accepted,1,0.074,0.623,1,train
i_00153,user_34,user_34_s00,3,1700005661,speech_language,I want... that... home...,4,1.9,0,1,water;leave,leave,0.88,I want to leave.,I need some water.,I need my tablet.,I want to leave.,I want to leave.,accepted,1,0.247,0.738,2,train
i_00154,user_35,user_35_s00,3,1700005698,aphasia_word_finding,can you get... stuck...,4,1.0,0,1,jacket;help,help,0.91,I need my headphones.,I need help.,I need my jacket.,I need help.,I need help.,accepted,1,0.081,0.697,1,train
i_00155,user_36,user_36_s00,3,1700005735,cognitive_fatigue,can you get... loud...,4,1.7;2.3,0,1,quiet;headphones,quiet,0.84,It is too loud.,I need my headphones.,I need my tablet.,It is too loud.,It is too loud.,accepted,1,0.279,0.736,2,train
i_00156,user_37,user_37_s00,3,1700005772,autism_neurodivergent,I want... that... metal...,4,0.8,0,1,phone;keys,keys,0.71,I need my notebook.,I need my phone.,I need my keys.,I need my keys.,I need my keys.,accepted,1,0.146,0.657,1,train
i_00157,user_38,user_38_s00,3,1700005809,autism_neurodivergent,I... um... out...,3,2.6;2.7,0,1,charger;leave,,0.0,I want to leave.,I need my tablet.,I need my charger.,I want to leave.,I want to leave.,accepted,1,0.054,0.416,1,train
i_00158,user_39,user_39_s00,3,1700005846,prefer_not_to_say,can you get... coat...,4,2.2,1,1,jacket;water,,0.0,I need my phone.,I need my jacket.,I need some water.,I need my jacket.,I need my jacket.,accepted,1,0.098,0.429,1,train
i_00159,user_40,user_40_s00,3,1700005883,prefer_not_to_say,I... um... cannot...,3,2.6,0,0,,,0.0,I need help.,I need my jacket.,I need my notebook.,I need help.,I need help.,accepted,1,0.274,0.482,2,train
i_00160,user_01,user_01_s00,4,1700005920,prefer_not_to_say,crowd...,1,2.2,0,1,alone;keys,alone,0.76,I need my keys.,I want to be alone for a bit.,I need my notebook.,I need my notebook.,I want to be alone for a bit.,rejected,-1,0.058,0.645,1,train
i_00161,user_02,user_02_s00,4,1700005957,aphasia_word_finding,uh... cannot... cannot...,3,2.1;0.9,0,0,,,0.0,I need some water.,I need help.,I need my jacket.,I need some water.,I need help.,rejected,-1,0.118,0.435,1,train
i_00162,user_03,user_03_s00,4,1700005994,aphasia_word_finding,cannot...,1,1.0,0,1,tablet;help,help,0.94,I need my tablet.,I need my keys.,I need help.,I need help.,I need help.,accepted,1,0.134,0.722,1,train
i_00163,user_04,user_04_s00,4,1700006031,prefer_not_to_say,thing...,1,0.9;1.7,0,0,,,0.0,I need my tablet.,I need my phone.,I need my notebook.,I need my notebook.,I need my phone.,rejected,-1,0.057,0.417,1,train
i_00164,user_05,user_05_s00,4,1700006068,aac,uh... blue... blue...,3,1.5,1,0,,,0.0,I need my phone.,I need my keys.,I need my notebook.,I need my phone.,I need my notebook.,rejected,-1,0.267,0.48,2,train
i_00165,user_06,user_06_s00,4,1700006105,autism_neurodivergent,I want... that... tired...,4,2.4;2.2,1,1,notebook;break,,0.0,I need my notebook.,I need some water.,I need a break.,I need some water.,I need a break.,rejected,-1,0.067,0.42,1,train
i_00166,user_07,user_07_s00,4,1700006142,aphasia_word_finding,can we... tired...,3,0.7,0,0,,,0.0,I need my headphones.,I need a break.,I need my keys.,I need my headphones.,I need a break.,rejected,-1,0.083,0.425,1,train
i_00167,user_08,user_08_s00,4,1700006179,cognitive_fatigue,uh... go... go...,3,2.5;2.1,0,1,headphones;leave,,0.0,I need my keys.,I need my headphones.,I want to leave.,I need my keys.,I want to leave.,rejected,-1,0.105,0.431,1,train
i_00168,user_09,user_09_s00,4,1700006216,autism_neurodivergent,I want... that... much...,4,2.5;2.7,0,1,keys;quiet,,0.0,I need my headphones.,It is too loud.,I need my keys.,I need my headphones.,It is too loud.,rejected,-1,0.237,0.471,2,train
i_00169,user_10,user_10_s00,4,1700006253,autism_neurodivergent,can you get... much...,4,1.3;1.6,0,1,break;charger,,0.0,I need my charger.,I need a break.,I need my tablet.,I need my charger.,I need a break.,rejected,-1,0.312,0.494,2,train
i_00170,user_11,user_11_s00,4,1700006290,aac,uh... home... home...,3,1.4;0.7,0,1,leave;charger,,0.0,I need my charger.,I want to leave.,I need my phone.,I need my phone.,I want to leave.,rejected,-1,0.117,0.435,1,train
i_00171,user_12,user_12_s00,4,1700006327,aac,can you get... drink...,4,2.5,0,0,,,0.0,I need my jacket.,I need some water.,I need my keys.,I need my jacket.,I need some water.,rejected,-1,0.078,0.423,1,train
i_00172,user_13,user_13_s00,4,1700006364,aac,can we... noise...,3,2.4,0,1,quiet;blanket,quiet,0.83,It is too loud.,I need my blanket.,I need my phone.,I need my phone.,It is too loud.,rejected,-1,0.267,0.729,2,train
i_00173,user_14,user_14_s00,4,1700006401,cognitive_fatigue,uh... stop... stop...,3,2.2;1.8,0,1,break;glasses,,0.0,I need my glasses.,I need a break.,I need my keys.,I need my glasses.,I need a break.,rejected,-1,0.122,0.437,1,train
i_00174,user_15,user_15_s00,4,1700006438,cognitive_fatigue,can you get... much...,4,2.6;1.2,0,1,break;tablet,,0.0,I need a break.,I need some water.,I need my tablet.,I need a break.,I need a break.,accepted,1,0.314,0.494,2,train
i_00175,user_16,user_16_s00,4,1700006475,cognitive_fatigue,read...,1,1.9,1,1,glasses;headphones,glasses,0.79,I need my headphones.,I need my glasses.,I need my phone.,I need my glasses.,I need my glasses.,accepted,1,0.123,0.674,1,train
i_00176,user_17,user_17_s00,4,1700006512,aphasia_word_finding,I... um... crowd...,3,2.0,0,1,headphones;alone,,0.0,I need my headphones.,I need my phone.,I want to be alone for a bit.,I need my headphones.,I want to be alone for a bit.,rejected,-1,0.317,0.495,2,train
i_00177,user_18,user_18_s00,4,1700006549,cognitive_fatigue,I need... go...,3,0.7,0,1,leave;glasses,,0.0,I want to leave.,I need my glasses.,I need my headphones.,I want to leave.,I want to leave.,accepted,1,0.096,0.429,1,train
i_00178,user_19,user_19_s00,4,1700006586,aphasia_word_finding,I need... that... go...,4,2.0,0,1,tablet;leave,leave,0.61,I need my charger.,I need my tablet.,I want to leave.,I need my charger.,I want to leave.,rejected,-1,0.104,0.614,1,train
i_00179,user_20,user_20_s00,4,1700006623,prefer_not_to_say,uh... much... much...,3,0.9;0.6,0,0,,,0.0,It is too loud.,I need my headphones.,I need my jacket.,I need my headphones.,It is too loud.,rejected,-1,0.102,0.431,1,train
i_00180,user_21,user_21_s00,4,1700006660,aphasia_word_finding,go...,1,1.8,0,0,,,0.0,I need my glasses.,I want to leave.,I need my notebook.,I need my glasses.,I want to leave.,rejected,-1,0.104,0.431,1,train
i_00181,user_22,user_22_s00,4,1700006697,cognitive_fatigue,I... um... cable...,3,0.8,0,1,water;charger,charger,0.89,I need my headphones.,I need some water.,I need my charger.,I need my headphones.,I need my charger.,rejected,-1,0.071,0.688,1,train
i_00182,user_23,user_23_s00,4,1700006734,aac,I need... cannot...,3,1.1;1.4,0,1,help;phone,,0.0,I need my phone.,I need help.,I need my glasses.,I need my phone.,I need help.,rejected,-1,0.232,0.47,2,train
i_00183,user_24,user_24_s00,4,1700006771,prefer_not_to_say,uh... noise... noise...,3,2.5;1.1,0,1,quiet;phone,,0.0,I need some water.,I need my phone.,It is too loud.,I need some water.,It is too loud.,rejected,-1,0.443,0.533,3,train
i_00184,user_25,user_25_s00,4,1700006808,cognitive_fatigue,I need... people...,3,2.6,0,1,alone;phone,alone,0.9,I need my charger.,I want to be alone for a bit.,I need my phone.,I need my charger.,I want to be alone for a bit.,rejected,-1,0.141,0.712,1,train
i_00185,user_26,user_26_s00,4,1700006845,cognitive_fatigue,uh... blue... blue...,3,0.7,0,1,notebook;keys,,0.0,I need my keys.,I need some water.,I need my notebook.,I need my keys.,I need my notebook.,rejected,-1,0.113,0.434,1,train
i_00186,user_27,user_27_s00,4,1700006882,prefer_not_to_say,I need... stuck...,3,2.0,0,1,headphones;help,help,0.74,I need my charger.,I need my headphones.,I need help.,I need help.,I need help.,accepted,1,0.072,0.644,1,train
i_00187,user_28,user_28_s00,4,1700006919,prefer_not_to_say,uh... soft... soft...,3,1.2;2.7,0,0,,,0.0,I need my notebook.,I need my charger.,I need my blanket.,I need my notebook.,I need my blanket.,rejected,-1,0.068,0.42,1,train
i_00188,user_29,user_29_s00,4,1700006956,aphasia_word_finding,I need... out...,3,1.5;1.3,0,0,,,0.0,I want to leave.,I need my charger.,I need my headphones.,I need my headphones.,I want to leave.,rejected,-1,0.091,0.427,1,train
i_00189,user_30,user_30_s00,4,1700006993,other,I need... that... read...,4,2.5,0,1,glasses;water,,0.0,I need my glasses.,I need some water.,I need my headphones.,I need my glasses.,I need my glasses.,accepted,1,0.116,0.435,1,train
i_00190,user_31,user_31_s00,4,1700007030,cognitive_fatigue,can we... thing...,3,1.1;2.0,0,1,blanket;headphones,,0.0,I need my headphones.,I need my blanket.,I need my glasses.,I need my glasses.,I need my headphones.,rejected,-1,0.285,0.486,2,train
i_00191,user_32,user_32_s00,4,1700007067,cognitive_fatigue,I want... that... cord...,4,2.5;1.4,0,0,,,0.0,I need my glasses.,I need my charger.,I need my notebook.,I need my charger.,I need my charger.,accepted,1,0.076,0.423,1,train
i_00192,user_33,user_33_s00,4,1700007104,other,can we... door...,3,1.3,0,1,keys;tablet,keys,0.62,I need my keys.,I need my tablet.,I need my phone.,I need my keys.,I need my keys.,accepted,1,0.505,0.738,3,train
i_00193,user_34,user_34_s00,4,1700007141,speech_language,I need... that... see...,4,1.2;1.6,1,1,glasses;water,glasses,0.87,I need my glasses.,I need some water.,I need my jacket.,I need my glasses.,I need my glasses.,accepted,1,0.059,0.679,1,train
i_00194,user_35,user_35_s00,4,1700007178,aphasia_word_finding,I need... see...,3,0.6,0,1,water;glasses,,0.0,I need my glasses.,I need some water.,I need my charger.,I need some water.,I need my glasses.,rejected,-1,0.232,0.47,2,train
i_00195,user_36,user_36_s00,4,1700007215,cognitive_fatigue,I want... that... much...,4,2.0;1.4,1,1,quiet;charger,quiet,0.8,I need my charger.,I need my jacket.,It is too loud.,It is too loud.,It is too loud.,accepted,1,0.506,0.792,3,train
